,text,type
8995,"If there is someone who is not vivacious, then Sherwin is not large and Trent is wild.",rule
8996,"If there is at least one people who is worried, then Louis is not wild and Katrina is not vivacious.",rule
8997,"If there is someone who is either not wild or vivacious, then Louis is worried.",rule
8998,"If someone is not latter, then he is large, and vice versa.",rule
8999,"If Louis is not large or Harlan is cloudy, then Katrina is vivacious.",rule
9000,Jerry is not round.,fact
9001,Chandler is not magnificent.,fact
9002,Jimmy is not round.,fact
9003,Chandler is not fine.,fact
9004,Braden is naughty.,fact
9005,Hamlin is not typical.,fact
9006,Jerry is not determined.,fact
9007,Jerry is not fine.,fact
9008,Morris is not determined.,fact
9009,Hamlin is fine.,fact
9010,Morris is not typical.,fact
9011,Morris is not round.,fact
9012,Alston being naughty is equivalent to Alston being fine.,rule
9013,Someone who is eithor not round or not naughty is always magnificent.,rule
9014,It can be concluded that Jerry is fine and Braden is not determined once knowing that Braden is not round.,rule
9015,Morris is fine if and only if Jimmy is not naughty.,rule
9016,Someone being magnificent is equivalent to being round.,rule
9017,Chandler is round if and only if Jimmy is not typical and Jerry is fine.,rule
9018,"If Hamlin is not typical or Chandler is fine, then Jimmy is round.",rule
9019,"If there is at least one people who is both not magnificent and not round, then Morris is typical.",rule
9020,"As long as someone is not round, he is not fine and determined.",rule
9021,"If Jimmy is not typical, then Chandler is not round and Braden is magnificent.",rule
9022,"If there is at least one people who is round, then Alston is typical.",rule
9023,It can be concluded that Jerry is round once knowing that Chandler is not fine and Hamlin is not naughty.,rule
9024,Hannah is not adorable.,fact
9025,Arvel is attentive.,fact
9026,Caldwell is attentive.,fact
9027,Arvel is modern.,fact
9028,Caldwell is not lonely.,fact
9029,Caldwell is not adorable.,fact
9030,Hannah is not miniscule.,fact
9031,Arvel is not adorable.,fact
9032,Michael is not modern.,fact
9033,Claude is not lonely.,fact
9034,Ryan is attentive.,fact
9035,Caldwell is modern.,fact
9036,It can be concluded that Arvel is troubled once knowing that Claude is attentive and Hannah is modern.,rule
9037,Someone who is not miniscule and adorable is always modern and troubled.,rule
9038,Hannah being troubled is equivalent to Claude being attentive and Ryan being lonely.,rule
9039,"If there is someone who is lonely, then Claude is attentive.",rule
9040,"If Michael is not troubled, then Eunice is lonely and Michael is not miniscule.",rule
9041,"If there is at least one people who is modern, then Caldwell is attentive.",rule
9042,Someone who is modern is always both not lonely and not miniscule.,rule
9043,Someone who is not lonely is always both miniscule and not modern.,rule
9044,Michael being troubled or Hannah being miniscule implies that Claude is modern.,rule
9045,"If there is at least one people who is attentive or not troubled, then Arvel is not miniscule.",rule
9046,Ryan being not attentive is equivalent to Hannah being adorable and Arvel being lonely.,rule
9047,"If there is someone who is either troubled or not modern, then Michael is adorable.",rule
9048,Lucia is not successful.,fact
9049,Trent is not severe.,fact
9050,Maggie is not impartial.,fact
9051,Kilian is not impartial.,fact
9052,Trent is not attentive.,fact
9053,Olin is not wooden.,fact
9054,Trent is impartial.,fact
9055,Trent is wooden.,fact
9056,Avery is not attentive.,fact
9057,Maggie is not agreeable.,fact
9058,Lucia is wooden.,fact
9059,Kilian is not agreeable.,fact
9060,Someone who is not wooden is always both successful and severe.,rule
9061,"If there is someone who is agreeable, then Trent is not attentive and Maggie is successful.",rule
9062,Trent being not successful implies that Kilian is severe.,rule
9063,"If there is at least one people who is both not attentive and impartial, then Lucia is successful.",rule
9064,Maggie being wooden is equivalent to Trent being not agreeable and Kilian being not successful.,rule
9065,It can be concluded that Trent is not agreeable once knowing that Lucia is severe and Trent is not successful.,rule
9066,"If Melody is not successful or Lucia is not severe, then Trent is impartial.",rule
9067,Avery being not impartial is equivalent to Maggie being severe and Maggie being wooden.,rule
9068,"If Melody is severe, then Lucia is wooden and Avery is successful.",rule
9069,"If there is at least one people who is not severe or impartial, then Kilian is successful.",rule
9070,Someone who is eithor agreeable or successful is always not impartial.,rule
9071,"If someone is wooden, then he is not impartial, and vice versa.",rule
9072,Jason is not self-disciplined.,fact
9073,Sophie is clever.,fact
9074,Leith is helpful.,fact
9075,Leith is self-disciplined.,fact
9076,Jason is inner.,fact
9077,Jason is helpful.,fact
9078,Sophie is not aggressive.,fact
9079,Marshall is not helpful.,fact
9080,Leith is not mental.,fact
9081,Quimby is mental.,fact
9082,Gilbert is not inner.,fact
9083,Rufus is self-disciplined.,fact
9084,"If there is someone who is both self-disciplined and not helpful, then Jason is not mental.",rule
9085,Leith being not clever implies that Leith is inner.,rule
9086,It can be concluded that Marshall is aggressive once knowing that Jason is helpful.,rule
9087,"If all people are not clever, then Gilbert is not aggressive.",rule
9088,"If there is someone who is both mental and self-disciplined, then Quimby is not aggressive.",rule
9089,"If there is at least one people who is self-disciplined or helpful, then Sophie is mental.",rule
9090,Someone who is helpful is always not inner.,rule
9091,"If someone is not inner, then he is not self-disciplined.",rule
9092,"If someone is both not self-disciplined and not mental, then he is not helpful.",rule
9093,Someone is not clever and not self-disciplined if and only if he is inner and not aggressive.,rule
9094,It can be concluded that Quimby is not mental once knowing that Leith is not inner and Marshall is helpful.,rule
9095,"If someone is clever, then he is both not mental and inner.",rule
9096,Angus is odd.,fact
9097,Clifford is lucky.,fact
9098,Clifford is not open.,fact
9099,Clifford is not odd.,fact
9100,Angus is not fresh.,fact
9101,Peter is skinny.,fact
9102,Isaac is not skinny.,fact
9103,Ramsey is not skinny.,fact
9104,Aidan is fresh.,fact
9105,Peter is not open.,fact
9106,Ramsey is not open.,fact
9107,Peter is not odd.,fact
9108,Someone who is eithor not open or not lucky is always neat.,rule
9109,"If there is at least one people who is both not neat and lucky, then Ramsey is not open.",rule
9110,Ramsey being not open and Angus being not lucky imply that Brian is neat.,rule
9111,Someone who is not open and skinny is always not neat and odd.,rule
9112,It can be concluded that Brian is odd once knowing that Isaac is not skinny.,rule
9113,"If there is at least one people who is not fresh, then Isaac is lucky and Clifford is not neat.",rule
9114,"If someone is both open and not lucky, then he is skinny.",rule
9115,"If someone is not fresh or he is not neat, then he is not skinny.",rule
9116,Someone is lucky and not odd if and only if he is not neat.,rule
9117,Someone who is not neat is always both not odd and not fresh.,rule
9118,It can be concluded that Brian is fresh and Clifford is odd once knowing that Angus is open.,rule
9119,"If someone is not lucky and not neat, then he is not open, and vice versa.",rule
9120,Richard is not horrible.,fact
9121,Ives is horrible.,fact
9122,Matthew is not harsh.,fact
9123,Aidan is not harsh.,fact
9124,Bruno is dangerous.,fact
9125,Richard is not dangerous.,fact
9126,Raymond is not condemned.,fact
9127,Bruno is horrible.,fact
9128,Richard is harsh.,fact
9129,Antonio is not condemned.,fact
9130,Aidan is not horrible.,fact
9131,Bruno is not harsh.,fact
9132,"If Aidan is horrible, then Bruno is dangerous.",rule
9133,Raymond being harsh implies that Matthew is not visible and Antonio is horrible.,rule
9134,"As long as someone is condemned, he is not horrible and not ugliest.",rule
9135,Someone is not harsh and not visible if and only if he is horrible.,rule
9136,"If there is someone who is not ugliest, then Raymond is visible.",rule
9137,Someone is not visible if and only if he is not dangerous.,rule
9138,"If there is at least one people who is both dangerous and not condemned, then Bruno is not horrible.",rule
9139,"As long as someone is not dangerous, he is horrible and not ugliest.",rule
9140,"If there is at least one people who is not visible, then Bruno is ugliest.",rule
9141,"If Richard is dangerous and Matthew is not ugliest, then Antonio is visible and Aidan is not harsh, and vice versa.",rule
9142,"If there is at least one people who is both condemned and not horrible, then Ives is dangerous.",rule
9143,"If someone is both not harsh and not visible, then he is horrible.",rule
9144,Jorge is suitable.,fact
9145,Adrian is horrible.,fact
9146,Adrian is suitable.,fact
9147,Olaf is not outstanding.,fact
9148,Carlos is not popular.,fact
9149,Bevis is horrible.,fact
9150,Lars is popular.,fact
9151,Jorge is interesting.,fact
9152,Lars is not interesting.,fact
9153,Lars is outstanding.,fact
9154,Jorge is popular.,fact
9155,Carlos is curious.,fact
9156,Lars being popular is equivalent to Adrian being not interesting and Lars being not outstanding.,rule
9157,"If there is someone who is horrible, then Olaf is outstanding.",rule
9158,"If there is at least one people who is either not interesting or suitable, then Lars is not popular and Caleb is curious.",rule
9159,"If there is at least one people who is not interesting or popular, then Olaf is not outstanding.",rule
9160,"If there is someone who is horrible, then Olaf is not curious and Adrian is not interesting.",rule
9161,"As long as someone is either suitable or outstanding, he is not popular and horrible.",rule
9162,"If everyone is popular, then Adrian is not curious.",rule
9163,"If Carlos is not horrible, then Jorge is interesting and Olaf is outstanding, and vice versa.",rule
9164,"If there is someone who is not popular, then Jorge is outstanding and Jorge is not interesting.",rule
9165,"If there is someone who is either not horrible or popular, then Bevis is curious.",rule
9166,Adrian being curious and Adrian being suitable are equivalent to Adrian being not popular and Caleb being not outstanding.,rule
9167,"If Bevis is popular, then Lars is interesting, and vice versa.",rule
9168,Rory is typical.,fact
9169,Alvin is not shiny.,fact
9170,Marlin is combative.,fact
9171,Kim is jealous.,fact
9172,Douglas is combative.,fact
9173,Rory is not sensible.,fact
9174,Douglas is not typical.,fact
9175,Kim is not beige.,fact
9176,Peter is combative.,fact
9177,Kim is not sensible.,fact
9178,Alvin is not typical.,fact
9179,Alexis is sensible.,fact
9180,It can be concluded that Alexis is not jealous once knowing that Douglas is not shiny or Alexis is sensible.,rule
9181,"If there is someone who is either sensible or beige, then Douglas is jealous.",rule
9182,"If there is at least one people who is not typical, then Marlin is not combative and Alvin is shiny.",rule
